"Date","t.amb.mean","t.os.mean"
2019-12-01,20.9989583333333,21.0365740740741
2019-12-02,18.9214699074074,19.0022800925926
2019-12-03,22.6410416666667,22.7774537037037
2019-12-04,23.1265625,23.1781712962963
2019-12-05,24.2633010380623,24.2874221453287
2019-12-06,25.0483101851852,25.0928240740741
2019-12-07,21.5238425925926,21.4861458333333
2019-12-08,22.6205787037037,22.6479398148148
2019-12-09,23.5856944444444,23.5798148148148
2019-12-10,23.1278009259259,23.120625
2019-12-11,20.7306365740741,20.7508564814815
2019-12-12,20.8856018518519,20.9255208333333
2019-12-13,21.0484722222222,21.0817939814815
2019-12-14,24.2234606481481,24.2503356481481
2019-12-15,25.5642592592593,25.5426851851852
2019-12-16,20.9826736111111,20.9653935185185
2019-12-17,21.1128472222222,21.0885185185185
2019-12-18,22.5959722222222,22.5986805555556
2019-12-19,25.0737615740741,25.0664814814815
2019-12-20,22.063287037037,22.0012037037037
2019-12-21,24.1534837962963,24.1474189814815
2019-12-22,19.4090856481481,19.3996643518519
2019-12-23,21.3759259259259,21.3939699074074
2019-12-24,23.8806481481481,23.8915046296296
2019-12-25,24.4439467592593,24.4945023148148
2019-12-26,24.5287152777778,24.5193518518519
2019-12-27,24.1716203703704,24.160462962963
2019-12-28,26.0982638888889,26.0782291666667
2019-12-29,26.2181597222222,26.1435185185185
2019-12-30,26.9087615740741,26.8216666666667
2019-12-31,29.213912037037,29.249537037037
2020-01-01,24.6294097222222,24.7075810185185
2020-01-02,23.8638888888889,23.9013425925926
2020-01-03,27.2889351851852,27.3389930555556
2020-01-04,33.4925,33.4905092592593
2020-01-05,24.0102662037037,24.0631597222222
2020-01-06,21.0999305555556,21.0958333333333
2020-01-07,26.2127777777778,26.2131828703704
2020-01-08,24.3610763888889,24.4060069444444
2020-01-09,23.2883564814815,23.2653703703704
2020-01-10,28.8035763888889,28.8916203703704
2020-01-11,21.8348842592593,21.8029166666667
2020-01-12,18.8881597222222,18.8789814814815
2020-01-13,22.0264351851852,22.0874074074074
2020-01-14,24.3353819444444,24.4334375
2020-01-15,23.8364236111111,23.8826273148148
2020-01-16,23.0826967592593,23.1392708333333
2020-01-17,20.9309259259259,20.8434375
2020-01-18,21.8660416666667,21.7730555555556
2020-01-19,21.4454050925926,21.384224537037
2020-01-20,24.2910532407407,24.2043055555556
2020-01-21,24.6626041666667,24.5563888888889
2020-01-22,25.8548611111111,25.7474652777778
2020-01-23,30.7720023148148,30.6068055555556
2020-01-24,26.2161111111111,26.2094675925926
2020-01-25,25.8248611111111,25.8384375
2020-01-26,29.4621643518519,29.5518634259259
2020-01-27,28.3700810185185,28.4681597222222
2020-01-28,28.4723842592593,28.5967476851852
2020-01-29,25.6161574074074,25.6292013888889
2020-01-30,26.1387268518519,26.1651736111111
2020-01-31,28.9845833333333,29.0428587962963
2020-02-01,33.7828587962963,33.8965162037037
2020-02-02,28.6386274509804,28.7275893886967
2020-02-03,25.8797106481481,25.9522685185185
2020-02-04,20.4813888888889,20.4972569444444
2020-02-05,21.8351157407407,21.8713194444444
2020-02-06,20.0779050925926,20.0562847222222
2020-02-07,19.7847569444444,19.8204282407407
2020-02-08,20.424212962963,20.3771064814815
2020-02-09,20.5132638888889,20.5697569444444
2020-02-10,23.8616898148148,23.7939351851852
2020-02-11,24.6898032407407,24.5822337962963
2020-02-12,23.5744212962963,23.4761805555556
2020-02-13,23.3822685185185,23.2643518518519
2020-02-14,23.7453472222222,23.6209143518519
2020-02-15,22.9563425925926,22.8719791666667
2020-02-16,23.0263657407407,22.9527546296296
2020-02-17,22.5133912037037,22.425625
2020-02-18,26.3043713956171,26.1923298731257
2020-02-19,22.1602430555556,22.0638657407407
2020-02-20,20.6511805555556,20.5557986111111
2020-02-21,22.4297800925926,22.4850115740741
2020-02-22,19.9670023148148,20.0220717592593
2020-02-23,21.5426851851852,21.4499652777778
2020-02-24,22.5338773148148,22.5055324074074
2020-02-25,24.3626388888889,24.3239351851852
2020-02-26,24.4129398148148,24.3799884259259
2020-02-27,22.1580092592593,22.1023032407407
2020-02-28,20.1099768518519,20.1808912037037
2020-02-29,22.1989583333333,22.1448032407407
2020-03-01,23.7612152777778,23.586412037037
2020-03-02,24.4400115740741,24.4807175925926
2020-03-03,19.4910300925926,19.5969444444444
2020-03-04,20.4172916666667,20.4800115740741
2020-03-05,21.4331712962963,21.3968287037037
2020-03-06,23.4868287037037,23.7195023148148
2020-03-07,20.8771180555556,20.9486921296296
2020-03-08,19.1569097222222,19.2528935185185
2020-03-09,19.3243865740741,19.4529398148148
2020-03-10,19.1061226851852,19.1911226851852
2020-03-11,18.9258449074074,18.9083101851852
2020-03-12,18.6812152777778,18.5754861111111
2020-03-13,18.8110185185185,18.7253472222222
2020-03-14,14.498599537037,14.423275462963
2020-03-15,16.5854861111111,16.5516435185185
2020-03-16,17.7865625,17.7152430555556
2020-03-17,18.9011574074074,18.782349537037
2020-03-18,18.5329282407407,18.475625
2020-03-19,21.2119328703704,21.1805902777778
2020-03-20,24.1788888888889,24.1682638888889
2020-03-21,20.4115277777778,20.432025462963
2020-03-22,21.8436921296296,21.8999884259259
2020-03-23,19.2025462962963,19.2089583333333
2020-03-24,19.1430092592593,19.1179282407407
2020-03-25,18.7909027777778,18.7711226851852
2020-03-26,16.8453125,16.7754861111111
2020-03-27,17.7223842592593,17.6363541666667
2020-03-28,18.116724537037,18.1436805555556
2020-03-29,20.1511111111111,20.1403935185185
2020-03-30,19.6852546296296,19.607037037037
2020-03-31,20.374224537037,20.3606365740741
2020-04-01,21.6040509259259,21.5731365740741
2020-04-02,19.5199189814815,19.4099768518519
2020-04-03,19.6061574074074,19.5184722222222
2020-04-04,20.3657638888889,20.2604976851852
2020-04-05,16.9042939814815,16.7669097222222
2020-04-06,17.2775578703704,17.2426840277778
2020-04-07,17.4170486111111,17.3545949074074
2020-04-08,15.7080787037037,15.6634722222222
2020-04-09,18.1284490740741,18.065
2020-04-10,17.1878819444444,17.1489351851852
2020-04-11,17.5807407407407,17.5196527777778
2020-04-12,13.6694270833333,13.3997835648148
2020-04-13,13.5103032407407,13.3408553240741
2020-04-14,15.4592743055556,15.3258217592593
2020-04-15,17.8365856481481,17.6993055555556
2020-04-16,18.0048611111111,17.7542592592593
2020-04-17,17.5664016203704,17.399087962963
2020-04-18,12.712880787037,12.5056076388889
2020-04-19,13.6971724537037,13.5586215277778
2020-04-20,14.3182974537037,14.138869212963
2020-04-21,16.683619212963,16.5004467592593
2020-04-22,15.7422430555556,15.5592951388889
2020-04-23,14.6443240740741,14.4933541666667
2020-04-24,18.7178587962963,18.6040393518519
2020-04-25,15.8104953703704,15.5765358796296
2020-04-26,16.9713599537037,16.8063506944444
2020-04-27,15.5084722222222,15.3496018518519
2020-04-28,18.3478587962963,18.2834027777778
2020-04-29,18.9972453703704,18.8210648148148
2020-04-30,13.7164467592593,13.4767696759259
2020-05-01,13.1520486111111,12.9880277777778
2020-05-02,14.2085185185185,14.1840289351852
2020-05-03,10.7150462962963,10.4010046296296
2020-05-04,9.7952662037037,9.60553703703704
2020-05-05,12.9098611111111,12.7205555555556
2020-05-06,11.3488171296296,11.2453217592593
2020-05-07,11.896287037037,11.6824618055556
2020-05-08,15.5056574074074,15.2583460648148
2020-05-09,16.7677627314815,16.5533726851852
2020-05-10,10.5012291666667,10.1849895833333
2020-05-11,7.42871643518519,7.09266550925926
2020-05-12,8.46899421296296,8.21323032407407
2020-05-13,7.66974421296296,7.45955208333333
2020-05-14,10.1887141203704,10.0058136574074
2020-05-15,13.2967025462963,13.2000752314815
2020-05-16,11.8666678240741,11.6621203703704
2020-05-17,11.6538738425926,11.5242002314815
2020-05-18,12.7165949074074,12.666837962963
2020-05-19,13.7983263888889,13.6959548611111
2020-05-20,13.7407858796296,13.5416087962963
2020-05-21,13.7112152777778,13.6002546296296
2020-05-22,12.3953240740741,12.29271875
2020-05-23,13.3895601851852,13.2723726851852
2020-05-24,12.9372071759259,12.7680659722222
2020-05-25,13.4247685185185,13.3302673611111
2020-05-26,14.9612037037037,14.9563657407407
2020-05-27,13.4583078703704,13.2972916666667
2020-05-28,12.7621041666667,12.6015636574074
2020-05-29,11.1940902777778,10.9527546296296
2020-05-30,11.4935277777778,11.3387094907407
2020-05-31,11.2295821759259,11.1046597222222
2020-06-01,12.7251041666667,12.6557314814815
2020-06-02,8.74527777777778,8.57506597222222
2020-06-03,8.09072569444444,7.87725925925926
2020-06-04,9.4295775462963,9.12954050925926
2020-06-05,6.92958217592593,6.72468055555556
2020-06-06,6.84045138888889,6.65231828703704
2020-06-07,9.03605902777778,8.98819907407407
2020-06-08,12.8742592592593,12.8289664351852
2020-06-09,12.9254421296296,12.766818287037
2020-06-10,14.5407291666667,14.478275462963
2020-06-11,14.4427314814815,14.4644560185185
2020-06-12,12.8903055555556,12.7753738425926
2020-06-13,13.1451041666667,13.0880671296296
2020-06-14,13.3375694444444,13.2925335648148
2020-06-15,9.55863773148148,9.42305787037037
2020-06-16,10.5630127314815,10.4488935185185
2020-06-17,9.52367476851852,9.4334212962963
2020-06-18,11.7860115740741,11.617125
2020-06-19,8.87625925925926,8.72513541666667
2020-06-20,10.2569027777778,10.1365532407407
2020-06-21,11.471568287037,11.2992604166667
2020-06-22,8.49002306805075,8.3868985005767
2020-06-23,6.54452430555556,6.41931828703704
2020-06-24,8.67675,8.58739236111111
2020-06-25,8.00969212962963,7.85906134259259
2020-06-26,7.22333680555556,7.02168865740741
2020-06-27,10.3647337962963,10.3191412037037
2020-06-28,10.424806712963,10.2520104166667
2020-06-29,10.7037002314815,10.5721458333333
2020-06-30,4.67878666666667,4.45240444444444
