"date","plot.nm","treatment","vwc"
2019-06-27,13,"V+",0.152833333333333
2019-06-27,14,"I-",0.104270833333333
2019-06-27,16,"V-",0.113083333333333
2019-06-27,17,"S-",0.0671041666666667
2019-06-27,21,"OC-",0.193833333333333
2019-06-27,22,"S-",0.119229166666667
2019-06-27,23,"OC+",0.200958333333333
2019-06-27,27,"C+",0.120416666666667
2019-06-27,30,"R-",0.086125
2019-06-27,32,"I-",0.183229166666667
2019-06-27,33,"V-",0.0804791666666667
2019-06-27,35,"R+",0.112791666666667
2019-06-27,36,"C+",0.191541666666667
2019-06-27,38,"OC+",0.1945
2019-06-27,39,"C-",0.106354166666667
2019-06-27,41,"R+",0.111708333333333
2019-06-27,42,"OC+",0.100375
2019-06-27,45,"S-",0.13775
2019-06-27,47,"V-",0.120229166666667
2019-06-27,48,"I-",0.163375
2019-06-27,53,"C-",0.1556875
2019-06-27,54,"V+",0.142791666666667
2019-06-27,56,"R-",0.115020833333333
2019-06-27,58,"OC-",0.1591875
2019-06-28,2,"C-",0.129520833333333
2019-06-28,4,"R+",0.0655416666666667
2019-06-28,5,"R-",0.0595208333333333
2019-06-28,7,"OC-",0.130666666666667
2019-06-28,8,"V+",0.0764166666666667
2019-06-28,12,"C+",0.15675
2019-06-28,13,"V+",0.151708333333333
2019-06-28,14,"I-",0.104145833333333
2019-06-28,16,"V-",0.111791666666667
2019-06-28,17,"S-",0.0668333333333333
2019-06-28,21,"OC-",0.187708333333333
2019-06-28,22,"S-",0.1196875
2019-06-28,23,"OC+",0.120416666666667
2019-06-28,27,"C+",0.121875
2019-06-28,30,"R-",0.08775
2019-06-28,32,"I-",0.178229166666667
2019-06-28,33,"V-",0.0800833333333333
2019-06-28,35,"R+",0.112708333333333
2019-06-28,36,"C+",0.184041666666667
2019-06-28,38,"OC+",0.187291666666667
2019-06-28,39,"C-",0.105833333333333
2019-06-28,41,"R+",0.111541666666667
2019-06-28,42,"OC+",-0.002875
2019-06-28,45,"S-",0.134416666666667
2019-06-28,47,"V-",0.118770833333333
2019-06-28,48,"I-",0.162791666666667
2019-06-28,53,"C-",0.155395833333333
2019-06-28,54,"V+",0.142375
2019-06-28,56,"R-",0.114625
2019-06-28,58,"OC-",0.1555625
2019-06-29,2,"C-",0.128791666666667
2019-06-29,4,"R+",0.0652916666666667
2019-06-29,5,"R-",0.059125
2019-06-29,7,"OC-",0.126458333333333
2019-06-29,8,"V+",0.0760416666666667
2019-06-29,12,"C+",0.152
2019-06-29,13,"V+",0.150583333333333
2019-06-29,14,"I-",0.1038125
2019-06-29,16,"V-",0.110291666666667
2019-06-29,17,"S-",0.0663958333333333
2019-06-29,21,"OC-",0.182395833333333
2019-06-29,22,"S-",0.11975
2019-06-29,23,"OC+",-0.00108333333333333
2019-06-29,27,"C+",0.121583333333333
2019-06-29,30,"R-",0.088
2019-06-29,32,"I-",0.172395833333333
2019-06-29,33,"V-",0.0795
2019-06-29,35,"R+",0.112166666666667
2019-06-29,36,"C+",0.177958333333333
2019-06-29,38,"OC+",0.182166666666667
2019-06-29,39,"C-",0.105145833333333
2019-06-29,41,"R+",0.111208333333333
2019-06-29,42,"OC+",-0.00320833333333333
2019-06-29,45,"S-",0.131145833333333
2019-06-29,47,"V-",0.1173125
2019-06-29,48,"I-",0.160916666666667
2019-06-29,53,"C-",0.154104166666667
2019-06-29,54,"V+",0.141541666666667
2019-06-29,56,"R-",0.113854166666667
2019-06-29,58,"OC-",0.151979166666667
2019-06-30,2,"C-",0.127928571428571
2019-06-30,4,"R+",0.065
2019-06-30,5,"R-",0.0585
2019-06-30,7,"OC-",0.124
2019-06-30,8,"V+",0.0755714285714286
2019-06-30,12,"C+",0.149285714285714
2019-06-30,13,"V+",0.15
2019-06-30,14,"I-",0.1035
2019-06-30,16,"V-",0.109571428571429
2019-06-30,17,"S-",0.066
2019-06-30,21,"OC-",0.179285714285714
2019-06-30,22,"S-",0.119857142857143
2019-06-30,23,"OC+",-0.00185714285714286
2019-06-30,27,"C+",0.121142857142857
2019-06-30,30,"R-",0.0875
2019-06-30,32,"I-",0.169214285714286
2019-06-30,33,"V-",0.079
2019-06-30,35,"R+",0.111857142857143
2019-06-30,36,"C+",0.174571428571429
2019-06-30,38,"OC+",0.179285714285714
2019-06-30,39,"C-",0.1045
2019-06-30,41,"R+",0.111
2019-06-30,42,"OC+",-0.00342857142857143
2019-06-30,45,"S-",0.129428571428571
2019-06-30,47,"V-",0.116357142857143
2019-06-30,48,"I-",0.159714285714286
2019-06-30,53,"C-",0.153357142857143
2019-06-30,54,"V+",0.141
2019-06-30,56,"R-",0.1135
2019-06-30,58,"OC-",0.149785714285714
NA,4,"R+",NA
NA,8,"V+",NA
NA,12,"C+",NA
NA,13,"V+",NA
NA,23,"OC+",NA
NA,27,"C+",NA
NA,35,"R+",NA
NA,36,"C+",NA
NA,38,"OC+",NA
NA,41,"R+",NA
NA,42,"OC+",NA
NA,54,"V+",NA
2019-06-30,2,"C-",0.127205882352941
2019-06-30,4,"R+",0.0651764705882353
2019-06-30,5,"R-",0.0586470588235294
2019-06-30,7,"OC-",0.121529411764706
2019-06-30,8,"V+",0.0755294117647059
2019-06-30,12,"C+",0.147588235294118
2019-06-30,13,"V+",0.149470588235294
2019-06-30,14,"I-",0.103558823529412
2019-06-30,16,"V-",0.108705882352941
2019-06-30,17,"S-",0.0660294117647059
2019-06-30,21,"OC-",0.176970588235294
2019-06-30,22,"S-",0.119470588235294
2019-06-30,23,"OC+",-0.00258823529411765
2019-06-30,27,"C+",0.121352941176471
2019-06-30,30,"R-",0.0872058823529412
2019-06-30,32,"I-",0.167029411764706
2019-06-30,33,"V-",0.0792647058823529
2019-06-30,35,"R+",0.112058823529412
2019-06-30,36,"C+",0.172647058823529
2019-06-30,38,"OC+",0.177058823529412
2019-06-30,39,"C-",0.104352941176471
2019-06-30,41,"R+",0.111352941176471
2019-06-30,42,"OC+",-0.00341176470588235
2019-06-30,45,"S-",0.128147058823529
2019-06-30,47,"V-",0.115794117647059
2019-06-30,48,"I-",0.158264705882353
2019-06-30,53,"C-",0.152588235294118
2019-06-30,54,"V+",0.140882352941176
2019-06-30,56,"R-",0.113617647058824
2019-06-30,58,"OC-",0.147794117647059
2019-07-01,2,"C-",0.124395833333333
2019-07-01,4,"R+",0.0642083333333333
2019-07-01,5,"R-",0.0572708333333333
2019-07-01,7,"OC-",0.117083333333333
2019-07-01,8,"V+",0.0743333333333333
2019-07-01,12,"C+",0.14375
2019-07-01,13,"V+",0.147708333333333
2019-07-01,14,"I-",0.102208333333333
2019-07-01,16,"V-",0.106916666666667
2019-07-01,17,"S-",0.0647708333333333
2019-07-01,21,"OC-",0.172354166666667
2019-07-01,22,"S-",0.117958333333333
2019-07-01,23,"OC+",-0.00216666666666667
2019-07-01,27,"C+",0.119333333333333
2019-07-01,30,"R-",0.0857083333333333
2019-07-01,32,"I-",0.162479166666667
2019-07-01,33,"V-",0.078125
2019-07-01,35,"R+",0.110666666666667
2019-07-01,36,"C+",0.168083333333333
2019-07-01,38,"OC+",0.172916666666667
2019-07-01,39,"C-",0.102354166666667
2019-07-01,41,"R+",0.109916666666667
2019-07-01,42,"OC+",-0.003875
2019-07-01,45,"S-",0.124854166666667
2019-07-01,47,"V-",0.113791666666667
2019-07-01,48,"I-",0.1551875
2019-07-01,53,"C-",0.15
2019-07-01,54,"V+",0.139583333333333
2019-07-01,56,"R-",0.111875
2019-07-01,58,"OC-",0.144270833333333
2019-07-02,2,"C-",0.122458333333333
2019-07-02,4,"R+",0.0387083333333333
2019-07-02,5,"R-",0.0567916666666667
2019-07-02,7,"OC-",0.113479166666667
2019-07-02,8,"V+",0.0397083333333333
2019-07-02,12,"C+",0.0883333333333333
2019-07-02,13,"V+",0.0920416666666667
2019-07-02,14,"I-",0.1016875
2019-07-02,16,"V-",0.105708333333333
2019-07-02,17,"S-",0.0639583333333333
2019-07-02,21,"OC-",0.168291666666667
2019-07-02,22,"S-",0.116916666666667
2019-07-02,23,"OC+",-0.0035
2019-07-02,27,"C+",0.0688333333333333
2019-07-02,30,"R-",0.0842708333333333
2019-07-02,32,"I-",0.158958333333333
2019-07-02,33,"V-",0.0775416666666667
2019-07-02,35,"R+",0.0519583333333333
2019-07-02,36,"C+",0.0825416666666667
2019-07-02,38,"OC+",0.11075
2019-07-02,39,"C-",0.101
2019-07-02,41,"R+",0.0530833333333333
2019-07-02,42,"OC+",-0.00420833333333333
2019-07-02,45,"S-",0.122291666666667
2019-07-02,47,"V-",0.1124375
2019-07-02,48,"I-",0.1525625
2019-07-02,53,"C-",0.14775
2019-07-02,54,"V+",0.0634166666666667
2019-07-02,56,"R-",0.1111875
2019-07-02,58,"OC-",0.14125
2019-07-03,2,"C-",0.120583333333333
2019-07-03,4,"R+",-0.00108333333333333
2019-07-03,5,"R-",0.0562291666666667
2019-07-03,7,"OC-",0.110520833333333
2019-07-03,8,"V+",-0.001375
2019-07-03,12,"C+",-0.000875
2019-07-03,13,"V+",0.002125
2019-07-03,14,"I-",0.101125
2019-07-03,16,"V-",0.104583333333333
2019-07-03,17,"S-",0.0635
2019-07-03,21,"OC-",0.165208333333333
2019-07-03,22,"S-",0.115958333333333
2019-07-03,23,"OC+",-0.00679166666666667
2019-07-03,27,"C+",-0.005
2019-07-03,30,"R-",0.0829583333333333
2019-07-03,32,"I-",0.155916666666667
2019-07-03,33,"V-",0.0773541666666667
2019-07-03,35,"R+",-0.00258333333333333
2019-07-03,36,"C+",-0.00354166666666667
2019-07-03,38,"OC+",-0.004125
2019-07-03,39,"C-",0.0997916666666667
2019-07-03,41,"R+",0.00704166666666667
2019-07-03,42,"OC+",-0.00408333333333333
2019-07-03,45,"S-",0.120104166666667
2019-07-03,47,"V-",0.1113125
2019-07-03,48,"I-",0.150125
2019-07-03,53,"C-",0.145895833333333
2019-07-03,54,"V+",-0.00291666666666667
2019-07-03,56,"R-",0.110791666666667
2019-07-03,58,"OC-",0.138708333333333
2019-07-04,2,"C-",0.120645833333333
2019-07-04,4,"R+",0.00216666666666667
2019-07-04,5,"R-",0.0570416666666667
2019-07-04,7,"OC-",0.112208333333333
2019-07-04,8,"V+",0.00345833333333333
2019-07-04,12,"C+",0.002
2019-07-04,13,"V+",0.00625
2019-07-04,14,"I-",0.101854166666667
2019-07-04,16,"V-",0.103291666666667
2019-07-04,17,"S-",0.0638541666666667
2019-07-04,21,"OC-",0.167625
2019-07-04,22,"S-",0.116729166666667
2019-07-04,23,"OC+",-0.00491666666666667
2019-07-04,27,"C+",-0.003
2019-07-04,30,"R-",0.0827708333333333
2019-07-04,32,"I-",0.154916666666667
2019-07-04,33,"V-",0.08725
2019-07-04,35,"R+",-0.00154166666666667
2019-07-04,36,"C+",-0.0015
2019-07-04,38,"OC+",-0.00425
2019-07-04,39,"C-",0.100125
2019-07-04,41,"R+",0.0135416666666667
2019-07-04,42,"OC+",-0.00375
2019-07-04,45,"S-",0.119895833333333
2019-07-04,47,"V-",0.175229166666667
2019-07-04,48,"I-",0.149729166666667
2019-07-04,53,"C-",0.145645833333333
2019-07-04,54,"V+",0.000208333333333333
2019-07-04,56,"R-",0.112083333333333
2019-07-04,58,"OC-",0.1395
2019-07-05,2,"C-",0.128375
2019-07-05,4,"R+",0.00445833333333333
2019-07-05,5,"R-",0.0605208333333333
2019-07-05,7,"OC-",0.1495625
2019-07-05,8,"V+",0.0055
2019-07-05,12,"C+",0.002875
2019-07-05,13,"V+",0.00870833333333333
2019-07-05,14,"I-",0.1138125
2019-07-05,16,"V-",0.12
2019-07-05,17,"S-",0.0664375
2019-07-05,21,"OC-",0.205895833333333
2019-07-05,22,"S-",0.128041666666667
2019-07-05,23,"OC+",-0.00429166666666667
2019-07-05,27,"C+",-5e-04
2019-07-05,30,"R-",0.100166666666667
2019-07-05,32,"I-",0.1784375
2019-07-05,33,"V-",0.0901041666666667
2019-07-05,35,"R+",-0.000833333333333333
2019-07-05,36,"C+",0.000333333333333333
2019-07-05,38,"OC+",-0.004875
2019-07-05,39,"C-",0.108375
2019-07-05,41,"R+",0.0225416666666667
2019-07-05,42,"OC+",-0.003125
2019-07-05,45,"S-",0.132625
2019-07-05,47,"V-",0.173770833333333
2019-07-05,48,"I-",0.168625
2019-07-05,53,"C-",0.154041666666667
2019-07-05,54,"V+",0.003125
2019-07-05,56,"R-",0.1175
2019-07-05,58,"OC-",0.170791666666667
2019-07-06,2,"C-",0.161020833333333
2019-07-06,4,"R+",0.0025
2019-07-06,5,"R-",0.0667916666666667
2019-07-06,7,"OC-",0.159854166666667
2019-07-06,8,"V+",0.00383333333333333
2019-07-06,12,"C+",0.001625
2019-07-06,13,"V+",0.00620833333333333
2019-07-06,14,"I-",0.1316875
2019-07-06,16,"V-",0.11975
2019-07-06,17,"S-",0.0827708333333333
2019-07-06,21,"OC-",0.2158125
2019-07-06,22,"S-",0.161375
2019-07-06,23,"OC+",-0.00454166666666667
2019-07-06,27,"C+",-0.001875
2019-07-06,30,"R-",0.113145833333333
2019-07-06,32,"I-",0.19925
2019-07-06,33,"V-",0.0912083333333333
2019-07-06,35,"R+",-0.00133333333333333
2019-07-06,36,"C+",-8.33333333333333e-05
2019-07-06,38,"OC+",-0.00454166666666667
2019-07-06,39,"C-",0.1369375
2019-07-06,41,"R+",0.01775
2019-07-06,42,"OC+",-0.00320833333333333
2019-07-06,45,"S-",0.165645833333333
2019-07-06,47,"V-",0.166875
2019-07-06,48,"I-",0.202958333333333
2019-07-06,53,"C-",0.184291666666667
2019-07-06,54,"V+",0.00129166666666667
2019-07-06,56,"R-",0.125979166666667
2019-07-06,58,"OC-",0.1826875
2019-07-07,2,"C-",0.170833333333333
2019-07-07,4,"R+",0.00208333333333333
2019-07-07,5,"R-",0.0697708333333333
2019-07-07,7,"OC-",0.162541666666667
2019-07-07,8,"V+",0.00354166666666667
2019-07-07,12,"C+",0.00204166666666667
2019-07-07,13,"V+",0.00583333333333333
2019-07-07,14,"I-",0.142916666666667
2019-07-07,16,"V-",0.119541666666667
2019-07-07,17,"S-",0.0978958333333333
2019-07-07,21,"OC-",0.215791666666667
2019-07-07,22,"S-",0.174270833333333
2019-07-07,23,"OC+",-0.004625
2019-07-07,27,"C+",-0.00179166666666667
2019-07-07,30,"R-",0.1166875
2019-07-07,32,"I-",0.196104166666667
2019-07-07,33,"V-",0.0922083333333333
2019-07-07,35,"R+",-0.00141666666666667
2019-07-07,36,"C+",0
2019-07-07,38,"OC+",-0.00454166666666667
2019-07-07,39,"C-",0.15375
2019-07-07,41,"R+",0.018125
2019-07-07,42,"OC+",-0.003375
2019-07-07,45,"S-",0.177895833333333
2019-07-07,47,"V-",0.161958333333333
2019-07-07,48,"I-",0.207666666666667
2019-07-07,53,"C-",0.190729166666667
2019-07-07,54,"V+",0.00108333333333333
2019-07-07,56,"R-",0.1294375
2019-07-07,58,"OC-",0.182583333333333
2019-07-08,2,"C-",0.167270833333333
2019-07-08,4,"R+",0.00220833333333333
2019-07-08,5,"R-",0.0705416666666667
2019-07-08,7,"OC-",0.1569375
2019-07-08,8,"V+",0.00379166666666667
2019-07-08,12,"C+",0.00329166666666667
2019-07-08,13,"V+",0.00583333333333333
2019-07-08,14,"I-",0.145666666666667
2019-07-08,16,"V-",0.119
2019-07-08,17,"S-",0.103125
2019-07-08,21,"OC-",0.208083333333333
2019-07-08,22,"S-",0.172354166666667
2019-07-08,23,"OC+",-0.00433333333333333
2019-07-08,27,"C+",-0.00179166666666667
2019-07-08,30,"R-",0.115979166666667
2019-07-08,32,"I-",0.1864375
2019-07-08,33,"V-",0.0931875
2019-07-08,35,"R+",-0.00133333333333333
2019-07-08,36,"C+",0.000791666666666667
2019-07-08,38,"OC+",-0.005
2019-07-08,39,"C-",0.154854166666667
2019-07-08,41,"R+",0.0199583333333333
2019-07-08,42,"OC+",-0.00329166666666667
2019-07-08,45,"S-",0.17325
2019-07-08,47,"V-",0.157895833333333
2019-07-08,48,"I-",0.198479166666667
2019-07-08,53,"C-",0.184729166666667
2019-07-08,54,"V+",0.00133333333333333
2019-07-08,56,"R-",0.130104166666667
2019-07-08,58,"OC-",0.175395833333333
2019-07-09,2,"C-",0.164270833333333
2019-07-09,4,"R+",0.00158333333333333
2019-07-09,5,"R-",0.0703125
2019-07-09,7,"OC-",0.1521875
2019-07-09,8,"V+",0.002125
2019-07-09,12,"C+",0.002125
2019-07-09,13,"V+",0.0045
2019-07-09,14,"I-",0.145270833333333
2019-07-09,16,"V-",0.117791666666667
2019-07-09,17,"S-",0.105854166666667
2019-07-09,21,"OC-",0.2018125
2019-07-09,22,"S-",0.17075
2019-07-09,23,"OC+",-0.004875
2019-07-09,27,"C+",-0.00266666666666667
2019-07-09,30,"R-",0.114625
2019-07-09,32,"I-",0.183270833333333
2019-07-09,33,"V-",0.0933125
2019-07-09,35,"R+",-0.002125
2019-07-09,36,"C+",4.16666666666667e-05
2019-07-09,38,"OC+",-0.00554166666666667
2019-07-09,39,"C-",0.154291666666667
2019-07-09,41,"R+",0.01875
2019-07-09,42,"OC+",-0.00395833333333333
2019-07-09,45,"S-",0.169
2019-07-09,47,"V-",0.153833333333333
2019-07-09,48,"I-",0.194708333333333
2019-07-09,53,"C-",0.181104166666667
2019-07-09,54,"V+",0
2019-07-09,56,"R-",0.129791666666667
2019-07-09,58,"OC-",0.17
2019-07-10,2,"C-",0.159541666666667
2019-07-10,4,"R+",0.000291666666666667
2019-07-10,5,"R-",0.0691041666666667
2019-07-10,7,"OC-",0.146125
2019-07-10,8,"V+",-0.000291666666666667
2019-07-10,12,"C+",0.00108333333333333
2019-07-10,13,"V+",0.00279166666666667
2019-07-10,14,"I-",0.143229166666667
2019-07-10,16,"V-",0.116125
2019-07-10,17,"S-",0.106354166666667
2019-07-10,21,"OC-",0.195208333333333
2019-07-10,22,"S-",0.166645833333333
2019-07-10,23,"OC+",-0.00545833333333333
2019-07-10,27,"C+",-0.00429166666666667
2019-07-10,30,"R-",0.1119375
2019-07-10,32,"I-",0.177416666666667
2019-07-10,33,"V-",0.0930833333333333
2019-07-10,35,"R+",-0.00320833333333333
2019-07-10,36,"C+",-0.001375
2019-07-10,38,"OC+",-0.005125
2019-07-10,39,"C-",0.150375
2019-07-10,41,"R+",0.0135833333333333
2019-07-10,42,"OC+",-0.00425
2019-07-10,45,"S-",0.163145833333333
2019-07-10,47,"V-",0.149666666666667
2019-07-10,48,"I-",0.189104166666667
2019-07-10,53,"C-",0.176604166666667
2019-07-10,54,"V+",-0.000958333333333333
2019-07-10,56,"R-",0.128833333333333
2019-07-10,58,"OC-",0.164166666666667
2019-07-11,2,"C-",0.155479166666667
2019-07-11,4,"R+",0.001875
2019-07-11,5,"R-",0.0685
2019-07-11,7,"OC-",0.14025
2019-07-11,8,"V+",-0.000416666666666667
2019-07-11,12,"C+",0.00108333333333333
2019-07-11,13,"V+",0.00216666666666667
2019-07-11,14,"I-",0.1420625
2019-07-11,16,"V-",0.11475
2019-07-11,17,"S-",0.1050625
2019-07-11,21,"OC-",0.1895
2019-07-11,22,"S-",0.162958333333333
2019-07-11,23,"OC+",-0.00545833333333333
2019-07-11,27,"C+",-0.00379166666666667
2019-07-11,30,"R-",0.109145833333333
2019-07-11,32,"I-",0.17275
2019-07-11,33,"V-",0.0928541666666667
2019-07-11,35,"R+",-0.0045
2019-07-11,36,"C+",-0.00204166666666667
2019-07-11,38,"OC+",-0.00229166666666667
2019-07-11,39,"C-",0.146354166666667
2019-07-11,41,"R+",0.00629166666666667
2019-07-11,42,"OC+",-0.00370833333333333
2019-07-11,45,"S-",0.157958333333333
2019-07-11,47,"V-",0.146333333333333
2019-07-11,48,"I-",0.184
2019-07-11,53,"C-",0.173145833333333
2019-07-11,54,"V+",-0.00225
2019-07-11,56,"R-",0.129208333333333
2019-07-11,58,"OC-",0.159
2019-07-12,2,"C-",0.151375
2019-07-12,4,"R+",0.001375
2019-07-12,5,"R-",0.0676041666666667
2019-07-12,7,"OC-",0.133916666666667
2019-07-12,8,"V+",0
2019-07-12,12,"C+",0.00108333333333333
2019-07-12,13,"V+",0.00208333333333333
2019-07-12,14,"I-",0.140145833333333
2019-07-12,16,"V-",0.113583333333333
2019-07-12,17,"S-",0.102770833333333
2019-07-12,21,"OC-",0.183583333333333
2019-07-12,22,"S-",0.1591875
2019-07-12,23,"OC+",-0.00520833333333333
2019-07-12,27,"C+",-0.003625
2019-07-12,30,"R-",0.106020833333333
2019-07-12,32,"I-",0.168166666666667
2019-07-12,33,"V-",0.0924583333333333
2019-07-12,35,"R+",-0.00420833333333333
2019-07-12,36,"C+",-0.002
2019-07-12,38,"OC+",-0.00229166666666667
2019-07-12,39,"C-",0.142125
2019-07-12,41,"R+",0.0045
2019-07-12,42,"OC+",-0.00375
2019-07-12,45,"S-",0.152854166666667
2019-07-12,47,"V-",0.14275
2019-07-12,48,"I-",0.179291666666667
2019-07-12,53,"C-",0.169520833333333
2019-07-12,54,"V+",-0.00245833333333333
2019-07-12,56,"R-",0.129041666666667
2019-07-12,58,"OC-",0.153833333333333
2019-07-13,2,"C-",0.147333333333333
2019-07-13,4,"R+",0.000791666666666667
2019-07-13,5,"R-",0.0662916666666667
2019-07-13,7,"OC-",0.128125
2019-07-13,8,"V+",-0.000458333333333333
2019-07-13,12,"C+",0.000791666666666667
2019-07-13,13,"V+",0.00166666666666667
2019-07-13,14,"I-",0.137666666666667
2019-07-13,16,"V-",0.111958333333333
2019-07-13,17,"S-",0.10025
2019-07-13,21,"OC-",0.177958333333333
2019-07-13,22,"S-",0.155708333333333
2019-07-13,23,"OC+",-0.00525
2019-07-13,27,"C+",-0.00370833333333333
2019-07-13,30,"R-",0.1026875
2019-07-13,32,"I-",0.164270833333333
2019-07-13,33,"V-",0.0917916666666667
2019-07-13,35,"R+",-0.00429166666666667
2019-07-13,36,"C+",-0.002
2019-07-13,38,"OC+",-0.0025
2019-07-13,39,"C-",0.137958333333333
2019-07-13,41,"R+",0.003
2019-07-13,42,"OC+",-0.00370833333333333
2019-07-13,45,"S-",0.148229166666667
2019-07-13,47,"V-",0.139395833333333
2019-07-13,48,"I-",0.1749375
2019-07-13,53,"C-",0.166583333333333
2019-07-13,54,"V+",-0.00266666666666667
2019-07-13,56,"R-",0.1288125
2019-07-13,58,"OC-",0.149270833333333
2019-07-14,2,"C-",0.142854166666667
2019-07-14,4,"R+",0.000875
2019-07-14,5,"R-",0.0642083333333333
2019-07-14,7,"OC-",0.122375
2019-07-14,8,"V+",-0.00129166666666667
2019-07-14,12,"C+",0.000416666666666667
2019-07-14,13,"V+",0.00133333333333333
2019-07-14,14,"I-",0.134229166666667
2019-07-14,16,"V-",0.109833333333333
2019-07-14,17,"S-",0.097
2019-07-14,21,"OC-",0.17225
2019-07-14,22,"S-",0.151895833333333
2019-07-14,23,"OC+",-0.006
2019-07-14,27,"C+",-0.00379166666666667
2019-07-14,30,"R-",0.099125
2019-07-14,32,"I-",0.159541666666667
2019-07-14,33,"V-",0.09075
2019-07-14,35,"R+",-0.00570833333333333
2019-07-14,36,"C+",-0.00258333333333333
2019-07-14,38,"OC+",-0.00270833333333333
2019-07-14,39,"C-",0.1335625
2019-07-14,41,"R+",0.00341666666666667
2019-07-14,42,"OC+",-0.00383333333333333
2019-07-14,45,"S-",0.143125
2019-07-14,47,"V-",0.135770833333333
2019-07-14,48,"I-",0.170416666666667
2019-07-14,53,"C-",0.163229166666667
2019-07-14,54,"V+",-0.003375
2019-07-14,56,"R-",0.127145833333333
2019-07-14,58,"OC-",0.144458333333333
2019-07-15,2,"C-",0.139770833333333
2019-07-15,4,"R+",0.00075
2019-07-15,5,"R-",0.0634791666666667
2019-07-15,7,"OC-",0.118270833333333
2019-07-15,8,"V+",-0.000708333333333333
2019-07-15,12,"C+",0.00075
2019-07-15,13,"V+",0.00166666666666667
2019-07-15,14,"I-",0.132145833333333
2019-07-15,16,"V-",0.108791666666667
2019-07-15,17,"S-",0.0944583333333333
2019-07-15,21,"OC-",0.168604166666667
2019-07-15,22,"S-",0.149208333333333
2019-07-15,23,"OC+",-0.0055
2019-07-15,27,"C+",-0.0035
2019-07-15,30,"R-",0.0965
2019-07-15,32,"I-",0.1559375
2019-07-15,33,"V-",0.0901458333333333
2019-07-15,35,"R+",-0.00591666666666667
2019-07-15,36,"C+",-0.00233333333333333
2019-07-15,38,"OC+",-0.00266666666666667
2019-07-15,39,"C-",0.130208333333333
2019-07-15,41,"R+",0.00341666666666667
2019-07-15,42,"OC+",-0.00316666666666667
2019-07-15,45,"S-",0.139520833333333
2019-07-15,47,"V-",0.133145833333333
2019-07-15,48,"I-",0.167229166666667
2019-07-15,53,"C-",0.1609375
2019-07-15,54,"V+",-0.00366666666666667
2019-07-15,56,"R-",0.126958333333333
2019-07-15,58,"OC-",0.141020833333333
2019-07-16,2,"C-",0.136541666666667
2019-07-16,4,"R+",0.00133333333333333
2019-07-16,5,"R-",0.0619583333333333
2019-07-16,7,"OC-",0.1140625
2019-07-16,8,"V+",-0.000708333333333333
2019-07-16,12,"C+",0.000875
2019-07-16,13,"V+",0.00195833333333333
2019-07-16,14,"I-",0.1298125
2019-07-16,16,"V-",0.107208333333333
2019-07-16,17,"S-",0.0913958333333333
2019-07-16,21,"OC-",0.16475
2019-07-16,22,"S-",0.146354166666667
2019-07-16,23,"OC+",-0.00579166666666667
2019-07-16,27,"C+",-0.00354166666666667
2019-07-16,30,"R-",0.0936041666666667
2019-07-16,32,"I-",0.152604166666667
2019-07-16,33,"V-",0.0893125
2019-07-16,35,"R+",-0.00558333333333333
2019-07-16,36,"C+",-0.002125
2019-07-16,38,"OC+",-0.00245833333333333
2019-07-16,39,"C-",0.125520833333333
2019-07-16,41,"R+",0.00545833333333333
2019-07-16,42,"OC+",-0.0035
2019-07-16,45,"S-",0.135979166666667
2019-07-16,47,"V-",0.130229166666667
2019-07-16,48,"I-",0.1635625
2019-07-16,53,"C-",0.1585
2019-07-16,54,"V+",-0.00304166666666667
2019-07-16,56,"R-",0.125916666666667
2019-07-16,58,"OC-",0.13775
2019-07-17,2,"C-",0.133958333333333
2019-07-17,4,"R+",0.00158333333333333
2019-07-17,5,"R-",0.0611041666666667
2019-07-17,7,"OC-",0.110791666666667
2019-07-17,8,"V+",0.00025
2019-07-17,12,"C+",0.00116666666666667
2019-07-17,13,"V+",0.00216666666666667
2019-07-17,14,"I-",0.127875
2019-07-17,16,"V-",0.105916666666667
2019-07-17,17,"S-",0.0890625
2019-07-17,21,"OC-",0.161833333333333
2019-07-17,22,"S-",0.144166666666667
2019-07-17,23,"OC+",-0.00558333333333333
2019-07-17,27,"C+",-0.00325
2019-07-17,30,"R-",0.0914375
2019-07-17,32,"I-",0.149916666666667
2019-07-17,33,"V-",0.0888541666666667
2019-07-17,35,"R+",-0.00545833333333333
2019-07-17,36,"C+",-0.00225
2019-07-17,38,"OC+",-0.00245833333333333
2019-07-17,39,"C-",0.122979166666667
2019-07-17,41,"R+",0.005
2019-07-17,42,"OC+",-0.00308333333333333
2019-07-17,45,"S-",0.133166666666667
2019-07-17,47,"V-",0.128125
2019-07-17,48,"I-",0.160416666666667
2019-07-17,53,"C-",0.156479166666667
2019-07-17,54,"V+",-0.00320833333333333
2019-07-17,56,"R-",0.1253125
2019-07-17,58,"OC-",0.135125
2019-07-18,2,"C-",0.13175
2019-07-18,4,"R+",0.00125
2019-07-18,5,"R-",0.060625
2019-07-18,7,"OC-",0.1075
2019-07-18,8,"V+",0.00075
2019-07-18,12,"C+",0.001125
2019-07-18,13,"V+",0.00179166666666667
2019-07-18,14,"I-",0.126333333333333
2019-07-18,16,"V-",0.104708333333333
2019-07-18,17,"S-",0.0871458333333333
2019-07-18,21,"OC-",0.1591875
2019-07-18,22,"S-",0.142416666666667
